IMMUNITY	https://bio.scai.fraunhofer.de/ontology/Immunity#
MASSGATHERING	https://bio.scai.fraunhofer.de/ontology/Massgathering#
ORGANISM	https://bio.scai.fraunhofer.de/ontology/Organism#
OUTCOMES	https://bio.scai.fraunhofer.de/ontology/Outcomes#
OPENREFERENCE	https://bio.scai.fraunhofer.de/ontology/ORO#
POPULATION	https://bio.scai.fraunhofer.de/ontology/Population#
PREVENTIVEMEASURES	https://bio.scai.fraunhofer.de/ontology/PreventiveMeasures#
PRODUCTSAFETY	https://bio.scai.fraunhofer.de/ontology/ProductSafety#
SOCIETAL	https://bio.scai.fraunhofer.de/ontology/Societal#
SURVEILLANCE	https://bio.scai.fraunhofer.de/ontology/Surveillance#
TRAVEL	https://bio.scai.fraunhofer.de/ontology/Travel#
ZOONOSIS	https://bio.scai.fraunhofer.de/ontology/Zoonosis#
ZDB	https://zfin.org/
ZECO	http://purl.obolibrary.org/obo/ZECO_
ZFA	http://purl.obolibrary.org/obo/ZFA_
ZFIN	http://zfin.org/
ZFS	http://purl.obolibrary.org/obo/ZFS_
ZP	http://purl.obolibrary.org/obo/ZP_
EIOS_ARO	https://int.who/EIOS_ARO#
EIOS_CHEBI	https://int.who/EIOS_CHEBI#
EIOS_DOID	https://int.who/EIOS_DOID#
EIOS_HP	https://int.who/EIOS_HP#
EIOS_MIRO	https://int.who/EIOS_MIRO#
EIOS_NCBITaxon	https://int.who/EIOS_NCBITaxon#
EIOS_NCIT	https://int.who/EIOS_NCIT#
EIOS_OMIT	https://int.who/EIOS_OMIT#
EIOS_ORDO	https://int.who/EIOS_ORDO#
EIOS_SCAI	https://int.who/EIOS_SCAI#
EIOS_VTO	https://int.who/EIOS_VTO#
EIOS_category	https://int.who/EIOS_category#
EIOS_dbpedia-organization	https://int.who/EIOS_dbpedia-organization#
EIOS_dbpedia-person	https://int.who/EIOS_dbpedia-person
EIOS_gn	https://int.who/EIOS_gn#
