SWISSPROT	https://www.uniprot.org/uniprot/
STATO	http://purl.obolibrary.org/obo/STATO_
SYMP	http://purl.obolibrary.org/obo/SYMP_
TRANS	http://purl.obolibrary.org/obo/TRANS_
TXPO	http://purl.obolibrary.org/obo/TXPO_
UBERON	http://purl.obolibrary.org/obo/UBERON_
UO	http://purl.obolibrary.org/obo/UO_
VBO	http://purl.obolibrary.org/obo/VBO_
VTO	http://purl.obolibrary.org/obo/VTO_
VO	http://purl.obolibrary.org/obo/VO_
WHOdisaster	https://bio.scai.fraunhofer.de/ontology/WHOdisaster#
WHO_massgathering	https://bio.scai.fraunhofer.de/ontology/WHO_massgathering#
XCO	http://purl.obolibrary.org/obo/XCO_
XLMOD	http://purl.obolibrary.org/obo/XLMOD_
ZDB	https://zfin.org/
ZECO	http://purl.obolibrary.org/obo/ZECO_
ZFA	http://purl.obolibrary.org/obo/ZFA_
ZFIN	http://zfin.org/
ZFS	http://purl.obolibrary.org/obo/ZFS_
ZP	http://purl.obolibrary.org/obo/ZP_
category	https://int.who/EIOS_category/
